,Unnamed: 0,S1,S2,VECM(q),Johansen_intercept,Johansen_slope,Johansen_std,VECM_Model_Type,w1,w2,Del_min
6723,10816,ROK.N,XEL.OQ,1.0,-0.3566206498562172,-9.849347397455183e-05,0.0006936486151305,4.0,0.391938368293582,-0.608061631706418,16.0
6724,10817,ROK.N,XRAY.OQ,1.0,4.361622957983091,-0.000187648373629,0.0016518900734424,4.0,0.486231193569352,0.5137688064306479,16.0
6725,10818,ROK.N,YUM.N,1.0,-0.6062777766279026,-6.455805348278912e-05,0.0005399552592294,4.0,0.4045925063877756,-0.5954074936122244,16.0
6726,10819,ROK.N,ZBH.N,1.0,0.0,0.0,0.0007438883826111,1.0,-0.4864675228940497,0.5135324771059503,16.0
6727,10820,ROK.N,ZBRA.OQ,1.0,0.0,0.0,0.0012851859930317,1.0,-0.5004456865756145,0.4995543134243855,16.0
6728,10821,ROK.N,ZTS.N,1.0,-0.7150744559799509,3.969320982112336e-05,0.0007094895629036,5.0,-0.5436424864133899,0.4563575135866101,16.0
6729,10822,ROL.N,RSG.N,1.0,4.273129939530657,0.0,0.0005243572020615,3.0,0.0319739784155649,0.968026021584435,16.0
6730,10823,ROL.N,SWK.N,1.0,-4.278918607488178,6.162564880133028e-05,0.0011303380943041,5.0,-0.69181551841328,-0.30818448158672,16.0
6731,10824,ROL.N,TDY.N,1.0,0.0,0.0,0.0007331021471895,1.0,-0.5725819490666624,0.4274180509333377,16.0
6732,10825,ROL.N,TPR.N,1.0,-3.953676153270873,5.486428002270196e-05,0.0012527220661454,5.0,-0.6573679110103086,-0.3426320889896914,16.0
6733,10826,ROL.N,TROW.OQ,1.0,1.6397837710832603,-2.4275447865203864e-05,0.0007261120264745,4.0,0.7220295902684661,-0.2779704097315339,16.0
6734,10827,ROL.N,TRV.N,1.0,-0.9248136132041672,5.3967510605721774e-05,0.0008243780579306,5.0,-0.6481320143741267,0.3518679856258733,16.0
